original_title,year,genres,numvotes,averagerating,production_budget,domestic_gross,worldwide_gross
Takers,2010,"Action,Crime,Thriller",53377,6.2,32000000,57744720,70587268
Conviction,2010,"Biography,Crime,Drama",39771,7.2,12500000,6797696,11826980
A Very Harold & Kumar 3D Christmas,2011,"Adventure,Comedy",62151,6.3,20000000,35061031,36265745
Standing Ovation,2010,Musical,658,3.3,5600000,531806,531806
The Sitter,2011,Comedy,65575,5.7,25000000,30542576,38749404
True Grit,2010,"Adventure,Drama,Western",284034,7.6,35000000,171243005,252276928
Table 19,2017,"Comedy,Drama,Romance",22751,5.8,5000000,3614896,4620399
Big Miracle,2012,"Biography,Drama,Family",17585,6.5,40000000,20157300,25268680
Monsters,2010,"Drama,Sci-Fi,Thriller",84332,6.4,500000,237301,5639730
Vamps,2012,"Comedy,Horror,Romance",8838,5.2,16000000,3361,94812
Albert Nobbs,2011,"Drama,Romance",22213,6.7,7500000,3014696,8539003
Bleed for This,2016,"Biography,Drama,Sport",21946,6.8,16000000,5083906,6603926
ParaNorman,2012,"Adventure,Animation,Comedy",87250,7.0,60000000,56003051,108119662
How to Train Your Dragon 2,2014,"Action,Adventure,Animation",278205,7.8,145000000,177002924,614586270
Justin Bieber: Never Say Never,2011,"Documentary,Music",74978,1.6,13000000,73013910,99034125
Jersey Boys,2014,"Biography,Drama,Music",30410,6.8,40000000,47047013,65282732
The Expendables 2,2012,"Action,Adventure,Thriller",277584,6.6,100000000,85028192,311979256
Trade of Innocents,2012,"Drama,Thriller",860,5.4,5800000,15091,15091
The Maze Runner,2014,"Action,Mystery,Sci-Fi",387038,6.8,34000000,102427862,348319861
Gotti,2018,"Biography,Crime,Drama",10358,4.8,10000000,4286367,6089100
The Visit,2015,"Horror,Mystery,Thriller",102459,6.2,5000000,65206105,98677816
On the Basis of Sex,2018,"Biography,Drama",12083,6.9,20000000,24622687,38073377
Robinson Crusoe,2016,"Adventure,Animation,Comedy",5042,5.4,13000000,8005586,42446455
Baahubali 2: The Conclusion,2017,"Action,Drama",65656,8.3,30000000,18985794,263502914
Mary Poppins Returns,2018,"Comedy,Family,Fantasy",52103,6.9,130000000,171958438,341528518
The Favourite,2018,"Biography,Drama,History",116011,7.6,15000000,34366783,94113929
Water for Elephants,2011,"Drama,Romance",105812,6.9,38000000,58709717,116809717
Skyfall,2012,"Action,Adventure,Thriller",592221,7.8,200000000,304360277,1110526981
Doctor Strange,2016,"Action,Adventure,Fantasy",514510,7.5,165000000,232641920,676404566
Middle of Nowhere,2012,Drama,1406,6.4,200000,236806,236806
The Tourist,2010,"Action,Adventure,Thriller",206714,6.0,100000000,67631157,278731369
50/50,2011,"Comedy,Drama,Romance",300475,7.7,8000000,35016118,41334735
Rise of the Planet of the Apes,2011,"Action,Drama,Sci-Fi",473020,7.6,93000000,176760185,470986200
The Lucky One,2012,"Drama,Romance",94359,6.5,25000000,60457138,96633833
Gunless,2010,"Action,Comedy,Drama",3376,6.5,9900000,458054,458054
Transformers: Dark of the Moon,2011,"Action,Adventure,Sci-Fi",366409,6.2,195000000,352390543,1123790543
The Hangover Part II,2011,"Comedy,Mystery",432800,6.5,80000000,254464305,586464305
Anonymous,2011,"Drama,Thriller",37932,6.9,27500000,4463292,15815509
G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",165536,5.8,140000000,122523060,375740705
Lockout,2012,"Action,Sci-Fi,Thriller",89554,6.1,20000000,14326865,33943049
Freeheld,2015,"Biography,Drama,Romance",10534,6.5,7000000,546201,1732228
We're the Millers,2013,"Comedy,Crime",371759,7.0,37000000,150394119,267816276
Knock Knock,2015,"Drama,Thriller",68328,4.9,2000000,36336,6328516
The Other Side of the Door,2016,Horror,15813,5.3,5000000,3000342,12905107
The Lego Batman Movie,2017,"Action,Animation,Comedy",116433,7.3,80000000,175750384,310660018
Woodlawn,2015,"Drama,Sport",6070,6.5,13000000,14394097,14403703
Gifted,2017,Drama,82426,7.6,7000000,24801212,36964656
The Hurricane Heist,2018,"Action,Adventure,Crime",15326,5.1,40000000,6115824,30963684
Deadpool 2,2018,"Action,Adventure,Comedy",391735,7.8,110000000,324591735,786680557
Cold Pursuit,2019,"Action,Crime,Drama",27648,6.2,60000000,32138862,62599159
Captive State,2019,"Sci-Fi,Thriller",28780,6.9,25000000,5958315,8993300
The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama",275300,7.3,91000000,58236838,187861183
Nebraska,2013,"Adventure,Comedy,Drama",105304,7.7,12000000,17654912,24761360
RED 2,2013,"Action,Comedy,Crime",148846,6.6,84000000,53262560,141507355
Penguins of Madagascar,2014,"Adventure,Animation,Comedy",72551,6.7,132000000,83350911,366942531
Jab Tak Hai Jaan,2012,"Drama,Romance",48364,6.8,9200000,3047539,5806666
About Time,2013,"Comedy,Drama,Fantasy",263136,7.8,12000000,15323921,89309178
Hellboy,2019,"Action,Adventure,Fantasy",19534,5.4,50000000,21903748,40725492
Blue Jasmine,2013,Drama,179453,7.3,18000000,33404871,102912961
The Homesman,2014,"Drama,Western",27724,6.6,16000000,2429989,8217571
Blackhat,2015,"Action,Crime,Thriller",48427,5.4,70000000,8005980,19665004
Annihilation,2018,"Adventure,Drama,Horror",228664,6.9,55000000,32732301,43070915
Greater,2016,"Biography,Family,Sport",3438,7.2,9000000,2000093,2000093
Suffragette,2015,"Biography,Drama,History",34306,6.9,14000000,4702420,34044909
Fantastic Beasts and Where to Find Them,2016,"Adventure,Family,Fantasy",365353,7.3,180000000,234037575,802402853
Pan,2015,"Adventure,Comedy,Family",55867,5.8,150000000,35088320,151525973
Fist Fight,2017,Comedy,35136,5.6,25000000,32187017,40286416
Unsane,2018,"Drama,Horror,Mystery",32049,6.4,1500000,7690044,14244931
The Adventures of Tintin,2011,"Action,Adventure,Animation",202430,7.3,130000000,77591831,373993951
Poltergeist,2015,"Horror,Thriller",51538,4.9,35000000,47425125,95713069
Dark Shadows,2012,"Comedy,Fantasy,Horror",229818,6.2,150000000,79727149,238202668
Edge of Darkness,2010,"Crime,Drama,Mystery",84753,6.6,60000000,43313890,82812456
xXx: Return of Xander Cage,2017,"Action,Adventure,Thriller",77976,5.2,85000000,44898413,345033359
In the Heart of the Sea,2015,"Action,Adventure,Biography",108628,6.9,100000000,25020758,89693309
It,2017,"Horror,Thriller",359123,7.4,35000000,327481748,697457969
Arthur Christmas,2011,"Adventure,Animation,Comedy",45439,7.1,85000000,46462469,149717124
Another Year,2010,"Comedy,Drama",26273,7.3,8000000,3205706,20005613
Rise of the Guardians,2012,"Action,Adventure,Animation",145281,7.3,145000000,103412758,306900902
Killer Elite,2011,"Action,Crime,Thriller",117711,6.5,70000000,25124986,65409046
Higher Ground,2011,Drama,2869,6.3,1800000,841056,842693
The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",387580,7.8,90000000,102515793,239373970
Middle Men,2010,"Action,Comedy,Crime",45,5.8,20000000,754301,754301
Trespass,2011,"Crime,Drama,Thriller",39404,5.3,35000000,16816,786532
Casa de mi Padre,2012,"Comedy,Western",19170,5.5,6000000,5909483,8446952
Hands of Stone,2016,"Action,Biography,Drama",12851,6.6,20000000,4712792,5031975
Annie,2014,"Comedy,Drama,Family",31241,5.3,65000000,85911262,139829625
The Shallows,2016,"Drama,Horror,Thriller",106927,6.3,13000000,55121623,118763442
White Boy Rick,2018,"Crime,Drama",16255,6.4,30000000,24004833,25947983
Unfriended: Dark Web,2018,"Crime,Horror,Mystery",13822,5.9,1000000,8866745,16434588
The Meg,2018,"Action,Horror,Sci-Fi",114042,5.7,178000000,145443742,529530715
Diary of a Wimpy Kid: The Long Haul,2017,"Comedy,Family",5635,4.4,22000000,20738724,35609577
Boyhood,2014,Drama,315584,7.9,4000000,25379975,57273049
Ca$h,2010,"Crime,Thriller",8605,6.0,7000000,46488,46488
The Rite,2011,"Drama,Horror,Mystery",85604,6.0,37000000,33047633,97143987
Let Me In,2010,"Drama,Fantasy,Horror",107012,7.1,20000000,12134935,28270399
The Strangers: Prey at Night,2018,Horror,21614,5.2,5000000,24431472,29960051
Kung Fu Panda 2,2011,"Action,Adventure,Animation",228465,7.2,150000000,165249063,664837547
The Cold Light of Day,2012,"Action,Thriller",33039,4.9,20000000,3763583,25361206
No Strings Attached,2011,"Comedy,Romance",197663,6.2,25000000,70662220,149228078
Riddick,2013,"Action,Adventure,Sci-Fi",144821,6.4,38000000,42025135,94763758
Deadpool,2016,"Action,Adventure,Comedy",820847,8.0,58000000,363070709,801025593
Contraband,2012,"Action,Crime,Drama",111709,6.5,25000000,66528000,98406855
Elysium,2013,"Action,Drama,Sci-Fi",395572,6.6,120000000,93050117,286192091
The Son of No One,2011,"Action,Crime,Drama",15743,5.1,15000000,30680,1148578
The Guard,2011,"Comedy,Crime,Thriller",75183,7.3,6000000,5359774,21197454
A Dangerous Method,2011,"Biography,Drama,Romance",93259,6.4,20000000,5702083,14807531
The Big Short,2015,"Biography,Comedy,Drama",309227,7.8,28000000,70259870,133162752
Our Idiot Brother,2011,"Comedy,Drama",80738,6.4,5000000,24814830,25861249
The Age of Adaline,2015,"Drama,Fantasy,Romance",138924,7.2,30000000,42629776,68984536
Despicable Me 2,2013,"Adventure,Animation,Comedy",344230,7.4,76000000,368065385,975216835
People Like Us,2012,"Comedy,Drama",39618,7.1,16000000,12431792,12617472
The Fifth Estate,2013,"Biography,Drama,Thriller",36392,6.2,26000000,3254172,6154172
To Rome with Love,2012,"Comedy,Music,Romance",79381,6.3,21500000,16684352,74326015
The Call,2013,"Crime,Drama,Horror",103780,6.7,12800000,51872378,69821476
Dawn of the Planet of the Apes,2014,"Action,Adventure,Drama",390199,7.6,170000000,208545589,710644566
Long Shot,2019,"Comedy,Romance",12814,7.2,40000000,30202860,43711031
Run All Night,2015,"Action,Drama,Thriller",94131,6.6,50000000,26461644,66961644
The Canyons,2013,"Drama,Thriller",9838,3.8,250000,59671,62375
Frozen,2013,"Adventure,Animation,Comedy",516998,7.5,150000000,400738009,1272469910
Mary Queen of Scots,2018,"Biography,Drama,History",23866,6.3,25000000,16468499,46734733
Thank You for Your Service,2017,"Biography,Drama,War",10006,6.5,20000000,9479390,9985316
The Purge: Anarchy,2014,"Action,Horror,Sci-Fi",126203,6.5,9000000,71562550,111534881
Race,2016,"Biography,Drama,Sport",30777,7.1,5000000,19115191,23745772
Mechanic: Resurrection,2016,"Action,Adventure,Thriller",67275,5.7,40000000,21218403,109738840
Hearts Beat Loud,2018,"Comedy,Drama,Music",6543,6.9,2000000,2386254,2420962
Happy Death Day 2U,2019,"Drama,Horror,Mystery",27462,6.3,9000000,28051045,64179495
Fahrenheit 11/9,2018,Documentary,11628,6.7,5000000,6352306,6653715
Unplanned,2019,"Biography,Drama",5945,6.3,6000000,18107621,18107621
Tooth Fairy,2010,"Comedy,Family,Fantasy",37939,5.0,48000000,60022256,112610386
World War Z,2013,"Action,Adventure,Horror",553751,7.0,190000000,202359711,531514650
Godzilla,2014,"Action,Adventure,Sci-Fi",350687,6.4,160000000,200676069,529076069
Olympus Has Fallen,2013,"Action,Thriller",235443,6.5,70000000,98927592,172878928
Atomic Blonde,2017,"Action,Mystery,Thriller",150407,6.7,30000000,51573925,98345423
The Theory of Everything,2014,"Biography,Drama,Romance",361534,7.7,15000000,35893537,123327692
The Jungle Book,2016,"Adventure,Drama,Family",240821,7.4,175000000,364001123,962854547
Now You See Me 2,2016,"Action,Adventure,Comedy",216219,6.5,90000000,65075540,328325007
Transformers: The Last Knight,2017,"Action,Adventure,Sci-Fi",119007,5.2,217000000,130168683,602893340
Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",583507,7.8,250000000,408084349,1140069413
The Disaster Artist,2017,"Biography,Comedy,Drama",111737,7.4,10000000,21120616,28717667
Dallas Buyers Club,2013,"Biography,Drama",402462,8.0,5000000,27298285,60611845
The Young Messiah,2016,"Drama,Fantasy",2882,5.6,16800000,6469813,7313697
The Big Year,2011,Comedy,39522,6.2,41000000,7204138,7684524
Killers,2010,"Action,Comedy,Romance",82237,5.4,75000000,47059963,95572749
That's My Boy,2012,Comedy,83009,5.6,57500000,36931089,58085235
The Future,2011,"Drama,Fantasy,Romance",7648,6.2,1000000,568662,1239174
Madagascar 3: Europe's Most Wanted,2012,"Adventure,Animation,Comedy",146858,6.8,145000000,216391482,746921271
Inception,2010,"Action,Adventure,Sci-Fi",1841066,8.8,160000000,292576195,835524642
The Hunger Games,2012,"Action,Adventure,Sci-Fi",795227,7.2,80000000,408010692,677923379
Prisoners,2013,"Crime,Drama,Mystery",526273,8.1,46000000,61002302,113402302
The Paperboy,2012,"Crime,Drama,Mystery",33940,5.8,12500000,677200,4027663
Restless,2011,"Drama,Romance",16736,6.8,8000000,163753,2772511
Battle of the Year,2013,"Drama,Music",8769,5.1,20000000,8888355,16723377
Machine Gun Preacher,2011,"Action,Biography,Crime",60074,6.8,30000000,538690,3721988
Million Dollar Arm,2014,"Biography,Drama,Sport",41008,7.0,25000000,36447959,39217912
All Eyez on Me,2017,"Biography,Drama,Music",18541,5.8,45000000,44922302,54876855
Now You See Me,2013,"Crime,Mystery,Thriller",553156,7.3,75000000,117723989,342769200
Sausage Party,2016,"Adventure,Animation,Comedy",159111,6.2,19000000,97670358,141344255
Joyful Noise,2012,"Comedy,Drama,Music",7575,5.8,27500000,30932113,31157914
The Ghastly Love of Johnny X,2012,"Comedy,Fantasy,Musical",386,5.7,2000000,2436,2436
Bridge of Spies,2015,"Drama,History,Thriller",263004,7.6,40000000,72313754,162498338
Brothers,2015,"Action,Drama,Sport",10689,6.7,13000000,656688,17856688
Mustang,2015,Drama,30899,7.6,1400000,845464,5552584
Alpha,2018,"Adventure,Drama,Family",41882,6.7,51000000,35851379,99624873
Kubo and the Two Strings,2016,"Action,Adventure,Animation",105578,7.8,55000000,48023088,77548122
90 Minutes in Heaven,2015,Drama,3105,4.8,5000000,4816142,4816142
Neighbors 2: Sorority Rising,2016,Comedy,102793,5.7,35000000,55340730,108757621
"I, Tonya",2017,"Biography,Comedy,Drama",141668,7.5,11000000,30014534,53797409
Kin,2018,"Action,Drama,Sci-Fi",9048,5.7,30000000,5718096,10096821
Night School,2018,Comedy,23501,5.6,29000000,77339130,103008792
Pet Sematary,2019,"Horror,Mystery,Thriller",34472,6.0,21000000,54724696,109501146
Pain & Gain,2013,"Action,Comedy,Crime",187820,6.4,26000000,49875291,81275291
Holy Motors,2012,"Drama,Fantasy",36874,7.1,4000000,641054,4230426
Hacksaw Ridge,2016,"Biography,Drama,History",366904,8.1,40000000,67209615,168904682
A Haunted House,2013,"Comedy,Fantasy",40308,5.1,2500000,40041683,59922558
The Book of Life,2014,"Adventure,Animation,Comedy",59486,7.3,50000000,50151543,97651543
Drinking Buddies,2013,"Comedy,Drama,Romance",53546,6.1,500000,343706,407100
Paranormal Activity: The Ghost Dimension,2015,"Horror,Mystery,Thriller",22361,4.6,10000000,18297124,77959374
Wonder,2017,"Drama,Family",111632,8.0,20000000,132422809,304604712
Going in Style,2017,"Comedy,Crime",66418,6.6,24000000,45018541,78672579
Devil's Due,2014,"Horror,Mystery,Thriller",15502,4.1,7000000,15821461,36146087
Criminal,2016,"Action,Crime,Drama",51666,6.3,31500000,14708696,38771262
The Masked Saint,2016,"Action,Biography,Crime",559,4.6,3500000,182695,182695
The Diary of a Teenage Girl,2015,"Comedy,Drama,Romance",27003,6.9,2000000,1477002,2279959
Logan,2017,"Action,Drama,Sci-Fi",560270,8.1,127000000,226277068,615461394
Ice Age: Collision Course,2016,"Adventure,Animation,Comedy",48932,5.7,105000000,64063008,402156682
Upgrade,2018,"Action,Sci-Fi,Thriller",104978,7.6,3000000,11977130,16553285
The Mule,2018,"Crime,Drama,Thriller",58955,7.1,50000000,103804407,170857676
The Equalizer,2014,"Action,Crime,Thriller",302302,7.2,55000000,101530738,192903624
Robin Hood,2010,"Action,Adventure,Drama",239480,6.6,210000000,105487148,322459006
Flight,2012,"Drama,Thriller",303009,7.3,31000000,93772375,160558438
The Best of Me,2014,"Drama,Romance",59750,6.7,26000000,26766213,41059418
Pitch Perfect,2012,"Comedy,Music,Romance",256565,7.2,17000000,65001093,116044347
Elsa & Fred,2014,"Comedy,Drama,Romance",2711,6.5,10000000,67657,197901
Don Jon,2013,"Comedy,Drama,Romance",216350,6.6,5500000,24477704,41268579
The Hobbit: The Battle of the Five Armies,2014,"Adventure,Fantasy",438621,7.4,250000000,255119788,945577621
The Rover,2014,"Action,Crime,Drama",40576,6.4,8500000,1109199,3180252
Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",665594,7.3,330600000,459005868,1403013963
Anomalisa,2015,"Animation,Comedy,Drama",58010,7.3,8000000,3759286,5706168
The Light Between Oceans,2016,"Drama,Romance",46247,7.2,20000000,12545979,22281732
The D Train,2015,"Comedy,Drama",10066,5.0,3000000,669688,772366
Everest,2015,"Action,Adventure,Biography",181133,7.1,65000000,43482270,221297061
A Most Violent Year,2014,"Crime,Drama,Thriller",60165,7.0,20000000,5749134,8846875
Son of God,2014,"Biography,Drama,History",17606,5.8,22000000,59700064,70949793
War for the Planet of the Apes,2017,"Action,Adventure,Drama",201943,7.5,152000000,146880162,489592267
The Hateful Eight,2015,"Crime,Drama,Mystery",434966,7.8,62000000,54117416,147864886
Love Ranch,2010,"Biography,Comedy,Drama",2742,5.6,25000000,137885,146149
Morning Glory,2010,"Comedy,Drama,Romance",67367,6.5,40000000,31011732,59795070
Resident Evil: Afterlife,2010,"Action,Adventure,Horror",153270,5.9,57500000,60128566,295874190
Your Highness,2011,"Adventure,Comedy,Fantasy",92940,5.5,50000000,21596445,26121638
Kick-Ass,2010,"Action,Comedy",497363,7.6,28000000,48071303,97531134
Cats & Dogs: The Revenge of Kitty Galore,2010,"Action,Comedy,Family",12642,4.3,85000000,43585753,113026383
Teenage Mutant Ninja Turtles,2014,"Action,Adventure,Comedy",192220,5.8,125000000,191204754,485004754
Rock of Ages,2012,"Comedy,Drama,Musical",69910,5.9,70000000,38518613,61031932
Four Lions,2010,"Comedy,Crime,Drama",66209,7.3,3750000,310007,2436111
Bucky Larson: Born to Be a Star,2011,Comedy,10648,3.3,10000000,2529395,2529395
Hop,2011,"Adventure,Animation,Comedy",28893,5.4,63000000,108085305,188657593
Halloween,2018,"Horror,Thriller",88395,6.6,10000000,159342015,254900667
Hope Springs,2012,"Comedy,Drama,Romance",38667,6.3,30000000,63536011,133085295
Skyline,2010,"Action,Sci-Fi,Thriller",83710,4.4,10000000,21416355,68264973
Housefull,2010,Comedy,11089,5.5,10100000,1183658,18726300
Amour,2012,"Drama,Romance",84960,7.9,9700000,6738954,36787044
Margin Call,2011,"Drama,Thriller",107264,7.1,3400000,5353586,20433227
Shark Night 3D,2011,"Horror,Thriller",23190,4.0,25000000,18877153,18877153
Stoker,2013,"Drama,Thriller",97393,6.8,12000000,1703125,12034913
Circumstance,2011,Drama,7055,5.9,900000,454121,958978
Genius,2016,"Biography,Drama",15611,6.6,17000000,1361045,7265283
Bohemian Rhapsody,2018,"Biography,Drama,Music",345466,8.0,55000000,216303339,894985342
Miracles from Heaven,2016,"Biography,Drama,Family",17734,7.1,13000000,61705123,73798736
Kevin Hart: What Now?,2016,"Comedy,Documentary",8134,5.9,10000000,23591043,23591043
Middle School: The Worst Years of My Life,2016,"Comedy,Family",6413,6.1,8500000,20007149,23311293
Shazam!,2019,"Action,Adventure,Comedy",109051,7.4,85000000,139606856,362899733
Ant-Man,2015,"Action,Adventure,Comedy",501213,7.3,130000000,180202163,518858449
Last Vegas,2013,"Comedy,Drama",121409,6.6,28000000,63914167,112914167
RoboCop,2014,"Action,Crime,Sci-Fi",205798,6.2,120000000,58607007,242981799
Den of Thieves,2018,"Action,Crime,Drama",69648,7.0,30000000,44947622,80131391
Ghostbusters,2016,"Action,Comedy,Fantasy",186788,5.2,144000000,128350574,229008658
Passengers,2016,"Drama,Romance,Sci-Fi",311083,7.0,110000000,100014699,302239672
Nanny McPhee and the Big Bang,2010,"Comedy,Family,Fantasy",25048,6.1,35000000,29197642,97799865
Kill the Irishman,2011,"Biography,Crime,Drama",41504,7.1,12000000,1188194,1188194
Somewhere,2010,"Comedy,Drama",40250,6.3,7000000,1785645,17023121
Stone,2010,"Drama,Thriller",38667,5.4,22000000,1810078,4065020
Fright Night,2011,"Comedy,Horror",94555,6.4,30000000,18298649,40520649
Charlie St. Cloud,2010,"Drama,Fantasy,Romance",55016,6.5,44000000,31206263,48478084
Exodus: Gods and Kings,2014,"Action,Adventure,Drama",150858,6.0,140000000,65014513,268314513
Country Strong,2010,"Drama,Music",16296,6.3,15000000,20218921,20601987
One for the Money,2012,"Action,Comedy,Crime",38473,5.3,42000000,26414527,36197221
The Virginity Hit,2010,Comedy,3696,4.6,2000000,636706,636706
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy,Family",37325,6.2,28000000,66954149,101379287
Blue Like Jazz,2012,"Comedy,Drama",2810,5.9,1200000,595018,595018
The Campaign,2012,Comedy,118678,6.1,95000000,86907746,104907746
We Are Your Friends,2015,"Drama,Music,Romance",32327,6.2,2000000,3591417,10153415
Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",47099,6.1,9000000,35144505,81831866
Pitch Perfect 3,2017,"Comedy,Music",45127,5.8,45000000,104897530,185736412
Sorry to Bother You,2018,"Comedy,Fantasy,Sci-Fi",40290,7.0,3200000,17493096,18285560
The Switch,2010,"Comedy,Drama,Romance",90661,6.1,19000000,27758465,49858465
Dear John,2010,"Drama,Romance,War",128657,6.3,25000000,80014842,142033509
Straw Dogs,2011,"Action,Drama,Thriller",30924,5.8,25000000,10324441,11253821
American Hustle,2013,"Crime,Drama",418221,7.2,40000000,150117807,257878294
Freaks of Nature,2015,"Comedy,Horror,Sci-Fi",9670,5.9,33000000,70958,70958
Tim and Eric's Billion Dollar Movie,2012,Comedy,9004,5.4,3000000,201436,223652
Seven Psychopaths,2012,"Comedy,Crime",223493,7.2,13500000,15024049,33035736
Drunk Wedding,2015,Comedy,729,4.6,600000,3301,3301
Sex Tape,2014,"Comedy,Romance",100520,5.1,40000000,38543473,126069509
Non-Stop,2014,"Action,Mystery,Thriller",234717,7.0,50000000,91742160,222383055
Horrible Bosses 2,2014,"Comedy,Crime",144442,6.3,40000000,54445357,105945357
Escape from Tomorrow,2013,"Drama,Fantasy,Horror",8665,5.2,650000,171962,171962
Finding Dory,2016,"Adventure,Animation,Comedy",213542,7.3,200000000,486295561,1021215193
23 Blast,2014,"Drama,Family,Sport",1567,6.5,1000000,549185,549185
The 5th Wave,2016,"Action,Adventure,Drama",90788,5.2,38000000,34912982,111336398
The Christmas Candle,2013,"Drama,Family",1538,6.2,7000000,1632000,1933829
Creed,2015,"Drama,Sport",224671,7.6,37000000,109767581,173567581
Us,2019,"Horror,Mystery,Thriller",102511,7.1,20000000,175006930,254210310
Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",668137,6.9,140000000,176654505,370569776
Life as We Know It,2010,"Comedy,Drama,Romance",113077,6.6,38000000,53374681,105887837
All Good Things,2010,"Crime,Drama,Mystery",49684,6.3,20000000,582024,873617
2 Guns,2013,"Action,Comedy,Crime",182025,6.7,61000000,75612460,132493015
Yogi Bear,2010,"Adventure,Animation,Comedy",18934,4.6,80000000,100246011,204774690
The Other Guys,2010,"Action,Comedy,Crime",221664,6.7,100000000,119219978,170936470
Faster,2010,"Action,Crime,Drama",93618,6.5,24000000,23240020,35792945
Fantastic Four,2015,"Action,Adventure,Drama",140148,4.3,120000000,56117548,167849187
Blair Witch,2016,"Horror,Mystery,Thriller",36867,5.0,10000000,20777061,38985577
War Horse,2011,"Drama,History,War",136447,7.2,70000000,79883359,156815529
American Reunion,2012,Comedy,192250,6.7,50000000,56758835,236799211
Johnny English Reborn,2011,"Action,Adventure,Comedy",110824,6.3,45000000,8406711,164640401
Ted,2012,"Comedy,Fantasy",538367,6.9,50000000,218665740,556016627
The Art of Getting By,2011,"Drama,Romance",53682,6.6,4000000,1430241,1989035
Fun Size,2012,"Adventure,Comedy",12926,5.4,14000000,9409538,11166615
Another Happy Day,2011,"Comedy,Drama",3793,6.0,4000000,9120,978527
Sabotage,2014,"Action,Crime,Drama",55597,5.7,35000000,10508518,18376443
Arbitrage,2012,"Drama,Thriller",46774,6.6,12000000,7919574,35830713
Rudderless,2014,"Comedy,Drama,Music",16303,7.5,5000000,56001,567219
After Earth,2013,"Action,Adventure,Drama",181687,4.8,130000000,60522097,251499665
Chappie,2015,"Action,Crime,Drama",213733,6.8,49000000,31569268,105002056
Saul fia,2015,"Drama,War",39232,7.5,1700000,1777043,9696537
Cop Car,2015,"Crime,Thriller",27081,6.3,5000000,134552,143658
Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",670926,8.5,300000000,678815482,2048134200
Christopher Robin,2018,"Adventure,Animation,Comedy",52737,7.3,75000000,99215042,197504758
The Star,2017,"Adventure,Animation,Comedy",5159,6.1,20000000,40847995,62758010
Battle of the Sexes,2017,"Biography,Comedy,Drama",43245,6.7,25000000,12638526,18445379
All Saints,2017,Drama,1220,6.0,2000000,5802208,5941994
Wonder Park,2019,"Adventure,Animation,Comedy",3091,5.7,100000000,45216793,115149422
A Quiet Place,2018,"Drama,Horror,Sci-Fi",305031,7.6,17000000,188024361,334522294
Peppermint,2018,"Action,Crime,Drama",35854,6.5,25000000,35418723,51800758
Drive,2011,"Crime,Drama",521495,7.8,15000000,35060689,81357930
Hotel Transylvania,2012,"Animation,Comedy,Family",204571,7.1,85000000,148313048,378505812
The Last Airbender,2010,"Action,Adventure,Family",137734,4.1,150000000,131772187,319713881
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure,Family,Fantasy",129663,6.3,155000000,104386950,418186950
Suspiria,2018,"Fantasy,Horror,Mystery",37360,6.8,20000000,2483472,7034615
Bachelorette,2012,"Comedy,Romance",43131,5.3,3000000,446770,12577401
UglyDolls,2019,"Adventure,Animation,Comedy",1176,4.5,45000000,19894664,24644664
Geostorm,2017,"Action,Sci-Fi,Thriller",78287,5.3,100000000,33700160,220796009
Cloudy with a Chance of Meatballs 2,2013,"Adventure,Animation,Comedy",81010,6.4,78000000,119793567,274392649
Beasts of the Southern Wild,2012,"Adventure,Drama,Fantasy",77440,7.3,1800000,12795746,23265132
Khiladi 786,2012,"Action,Comedy",5648,4.4,5600000,385422,14683763
The Expendables 3,2014,"Action,Adventure,Thriller",156432,6.1,100000000,39322544,209461378
Snatched,2017,"Action,Adventure,Comedy",29997,4.5,42000000,45852178,57852177
How to Train Your Dragon: The Hidden World,2019,"Action,Adventure,Animation",60769,7.6,129000000,160791800,519258283
Game Night,2018,"Action,Comedy,Crime",163279,7.0,37000000,69179066,117378084
The Sleepwalker,2014,Drama,632,4.9,1100000,2636,2636
A Hologram for the King,2016,"Comedy,Drama,Romance",36062,6.1,35000000,4212494,11846010
Beyond the Lights,2014,"Drama,Music,Romance",14122,6.9,7000000,14618727,14618727
